CMPD_CHEMBLID,exp,smiles,inchi,selfies,exp_cat
CHEMBL2171021,3.33,Cc1c(Cl)ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)c4cccc(c4)S(=O)(=O)C)c1Cl,"InChI=1S/C25H30Cl2N2O4S/c1-17-22(26)6-7-23(24(17)27)33-20-10-14-28(15-11-20)19-8-12-29(13-9-19)25(30)18-4-3-5-21(16-18)34(2,31)32/h3-7,16,19-20H,8-15H2,1-2H3",[C][C][=C][Branch1][C][Cl][C][=C][C][Branch2][Ring2][N][O][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][Ring2][Ring1][S][Cl],very large
CHEMBL192307,3.82,CCCCc1nc2c(N)nc3ccccc3c2n1CC(C)C,"InChI=1S/C18H24N4/c1-4-5-10-15-21-16-17(22(15)11-12(2)3)13-8-6-7-9-14(13)20-18(16)19/h6-9,12H,4-5,10-11H2,1-3H3,(H2,19,20)",[C][C][C][C][C][=N][C][=C][Branch1][C][N][N][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][O][N][Ring1][=C][C][C][Branch1][C][C][C],very large
CHEMBL399510,0.54,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,"InChI=1S/C14H22BrN3O2/c1-4-18(5-2)7-6-17-14(19)10-8-11(15)12(16)9-13(10)20-3/h8-9H,4-7,16H2,1-3H3,(H,17,19)",[C][C][N][Branch1][Ring1][C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][Br][=C][Branch1][C][N][C][=C][Ring1][Branch2][O][C],small
CHEMBL2036743,1.5,OC(=O)Cc1ccc(cc1)c2ccc(NC(=O)c3oc(Nc4ccccc4F)nn3)cc2,"InChI=1S/C23H17FN4O4/c24-18-3-1-2-4-19(18)26-23-28-27-22(32-23)21(31)25-17-11-9-16(10-12-17)15-7-5-14(6-8-15)13-20(29)30/h1-12H,13H2,(H,25,31)(H,26,28)(H,29,30)",[O][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][C][O][C][Branch1][O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][F][=N][N][=Ring1][=N][C][=C][Ring2][Ring1][=Branch1],medium
CHEMBL1818328,1.4,O=S(=O)(N1CCCC1)c2ccccc2c3ccc(CNC4CCOCC4)cc3,"InChI=1S/C22H28N2O3S/c25-28(26,24-13-3-4-14-24)22-6-2-1-5-21(22)19-9-7-18(8-10-19)17-23-20-11-15-27-16-12-20/h1-2,5-10,20,23H,3-4,11-17H2",[O][=S][=Branch1][C][=O][Branch1][Branch2][N][C][C][C][C][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][O][C][N][C][C][C][O][C][C][Ring1][=Branch1][C][=C][Ring1][=C],medium
CHEMBL2086478,2.25,Cc1ccc(NC(=O)C=C)cc1,"InChI=1S/C10H11NO/c1-3-10(12)11-9-6-4-8(2)5-7-9/h3-7H,1H2,2H3,(H,11,12)",[C][C][=C][C][=C][Branch1][Branch2][N][C][=Branch1][C][=O][C][=C][C][=C][Ring1][O],large
CHEMBL1779003,2.29,COc1cc(F)ccc1c2cncc(CNC3CCCC3)c2,"InChI=1S/C18H21FN2O/c1-22-18-9-15(19)6-7-17(18)14-8-13(10-20-12-14)11-21-16-4-2-3-5-16/h6-10,12,16,21H,2-5,11H2,1H3",[C][O][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][C][=C][N][=C][C][Branch1][#Branch2][C][N][C][C][C][C][C][Ring1][Branch1][=C][Ring1][=N],large
CHEMBL32800,-0.06,CC(Cc1ccc(O)cc1)NCC(O)c2cc(O)cc(O)c2,"InChI=1S/C17H21NO4/c1-11(6-12-2-4-14(19)5-3-12)18-10-17(22)13-7-15(20)9-16(21)8-13/h2-5,7-9,11,17-22H,6,10H2,1H3",[C][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][C][C][Branch1][C][O][C][=C][C][Branch1][C][O][=C][C][Branch1][C][O][=C][Ring1][Branch2],small
CHEMBL257478,3.85,C[C@@H](Oc1cccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c12)C(=O)N(C)CCO,"InChI=1S/C27H29N5O4/c1-17-14-20(9-11-23(17)36-21-10-8-18(2)28-15-21)31-26-25-22(29-16-30-26)6-5-7-24(25)35-19(3)27(34)32(4)12-13-33/h5-11,14-16,19,33H,12-13H2,1-4H3,(H,29,30,31)/t19-/m1/s1",[C][C@@H1][Branch2][Ring2][#C][O][C][=C][C][=C][C][=N][C][=N][C][Branch2][Ring1][O][N][C][=C][C][=C][Branch1][=N][O][C][=C][C][=C][Branch1][C][C][N][=C][Ring1][#Branch1][C][Branch1][C][C][=C][Ring1][#C][=C][Ring2][Ring1][#Branch2][Ring2][Ring1][=Branch1][C][=Branch1][C][=O][N][Branch1][C][C][C][C][O],very large
CHEMBL2208427,3.12,COc1cc(ccc1N)C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3,"InChI=1S/C22H27Cl2N3O4/c1-30-21-10-14(2-5-20(21)25)22(29)26-12-15(28)13-27-8-6-16(7-9-27)31-17-3-4-18(23)19(24)11-17/h2-5,10-11,15-16,28H,6-9,12-13,25H2,1H3,(H,26,29)/t15-/m1/s1",[C][O][C][=C][C][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][N][C][C@@H1][Branch1][C][O][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][O][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],large
CHEMBL2011918,2.91,CNc1c(Br)cnc2[nH]c(nc12)c3ccc(OCCN4CCN(C)CC4)cc3,"InChI=1S/C20H25BrN6O/c1-22-17-16(21)13-23-20-18(17)24-19(25-20)14-3-5-15(6-4-14)28-12-11-27-9-7-26(2)8-10-27/h3-6,13H,7-12H2,1-2H3,(H2,22,23,24,25)",[C][N][C][=C][Branch1][C][Br][C][=N][C][NH1][C][=Branch1][#Branch1][=N][C][Ring1][#Branch2][=Ring1][Branch1][C][=C][C][=C][Branch1][#C][O][C][C][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][C][=C][Ring1][S],large
CHEMBL2,1.9,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4occc4,"InChI=1S/C19H21N5O4/c1-26-15-10-12-13(11-16(15)27-2)21-19(22-17(12)20)24-7-5-23(6-8-24)18(25)14-4-3-9-28-14/h3-4,9-11H,5-8H2,1-2H3,(H2,20,21,22)",[C][O][C][=C][C][=N][C][=Branch1][#C][=N][C][Branch1][C][N][=C][Ring1][#Branch1][C][=C][Ring1][O][O][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][O][C][=C][C][=Ring1][Branch1],medium
CHEMBL1478592,2.13,Cc1c(sc2ncnc(O)c12)C(=O)Nc3ccccc3,"InChI=1S/C14H11N3O2S/c1-8-10-12(18)15-7-16-14(10)20-11(8)13(19)17-9-5-3-2-4-6-9/h2-7H,1H3,(H,17,19)(H,15,16,18)",[C][C][=C][Branch1][#C][S][C][=N][C][=N][C][Branch1][C][O][=C][Ring1][#Branch2][Ring1][#Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1],large
CHEMBL1199945,3.4,COCC(=O)N1CCC(CC1)n2cc(cn2)c3cnc(N)c(c3)c4oc5ccccc5n4,"InChI=1S/C23H24N6O3/c1-31-14-21(30)28-8-6-17(7-9-28)29-13-16(12-26-29)15-10-18(22(24)25-11-15)23-27-19-4-2-3-5-20(19)32-23/h2-5,10-13,17H,6-9,14H2,1H3,(H2,24,25)",[C][O][C][C][=Branch1][C][=O][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][N][C][=C][Branch1][Branch1][C][=N][Ring1][Branch1][C][=C][N][=C][Branch1][C][N][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=Ring1][=Branch2],very large
CHEMBL14642,2.51,CCCC(=O)C1(CCN(CC1)C(=O)[C@@H](Cc2ccc(OC)cc2)NC(=O)[C@@H](N)Cc3cncn3C)c4ccccc4,"InChI=1S/C32H41N5O4/c1-4-8-29(38)32(24-9-6-5-7-10-24)15-17-37(18-16-32)31(40)28(19-23-11-13-26(41-3)14-12-23)35-30(39)27(33)20-25-21-34-22-36(25)2/h5-7,9-14,21-22,27-28H,4,8,15-20,33H2,1-3H3,(H,35,39)/t27-,28+/m0/s1",[C][C][C][C][=Branch1][C][=O][C][Branch2][Ring2][S][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C@@H1][Branch1][=C][C][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][N][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][C][=C][N][=C][N][Ring1][Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1],large
CHEMBL1951899,1.8,CCN(C1CCN(CC[C@H](N2CCN(CC2)S(=O)(=O)CC(F)(F)F)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,"InChI=1S/C31H43F3N4O5S2/c1-3-38(30(39)23-25-9-11-28(12-10-25)44(2,40)41)27-13-16-35(17-14-27)18-15-29(26-7-5-4-6-8-26)36-19-21-37(22-20-36)45(42,43)24-31(32,33)34/h4-12,27,29H,3,13-24H2,1-2H3/t29-/m0/s1",[C][C][N][Branch2][Branch1][Branch1][C][C][C][N][Branch2][Ring2][=Branch2][C][C][C@H1][Branch2][Ring1][O][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][=N][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C],medium
CHEMBL459236,3.89,CCN1C(=O)C=Cc2cc(COc3cc(F)cc(c3)C4(CCOCC4)OC)ccc12,"InChI=1S/C24H26FNO4/c1-3-26-22-6-4-17(12-18(22)5-7-23(26)27)16-30-21-14-19(13-20(25)15-21)24(28-2)8-10-29-11-9-24/h4-7,12-15H,3,8-11,16H2,1-2H3",[C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch2][Ring1][N][C][O][C][=C][C][Branch1][C][F][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][Branch1][Branch2][C][C][O][C][C][Ring1][=Branch1][O][C][=C][C][=C][Ring2][Ring1][N][Ring2][Ring1][#Branch1],very large
CHEMBL448474,3.16,CC(=O)OCCn1c(Sc2nc3cccc(Cl)c3s2)nc4c(N)ncnc14,"InChI=1S/C16H13ClN6O2S2/c1-8(24)25-6-5-23-14-11(13(18)19-7-20-14)22-15(23)27-16-21-10-4-2-3-9(17)12(10)26-16/h2-4,7H,5-6H2,1H3,(H2,18,19,20)",[C][C][=Branch1][C][=O][O][C][C][N][C][Branch2][Ring1][C][S][C][=N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][S][Ring1][#Branch2][=N][C][=C][Branch1][C][N][N][=C][N][=C][Ring2][Ring1][Branch1][Ring1][#Branch1],large
CHEMBL249295,3.2,CN1CCN(CC1)[C@@H]2C[C@@H](C2)c3nc(c4ccc5ccc(nc5c4)c6ccccc6)c7c(N)nccn37,"InChI=1S/C30H31N7/c1-35-13-15-36(16-14-35)24-17-23(18-24)30-34-27(28-29(31)32-11-12-37(28)30)22-8-7-21-9-10-25(33-26(21)19-22)20-5-3-2-4-6-20/h2-12,19,23-24H,13-18H2,1H3,(H2,31,32)/t23-,24+",[C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C@@H1][C][C@@H1][Branch1][Ring2][C][Ring1][Ring2][C][=N][C][Branch2][Ring1][=Branch2][C][=C][C][=C][C][=C][C][=Branch1][Branch2][=N][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][Branch1][C][N][=N][C][=C][N][Ring2][Ring1][#Branch2][Ring1][#Branch1],large
CHEMBL455427,2.8,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(C(=O)N)c(F)c3)n2,"InChI=1S/C18H19FN6O/c1-10(2)25-11(3)22-9-16(25)15-6-7-21-18(24-15)23-12-4-5-13(17(20)26)14(19)8-12/h4-10H,1-3H3,(H2,20,26)(H,21,23,24)",[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=N][C][Branch2][Ring1][Ring2][N][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][C][F][=C][Ring1][#Branch2][=N][Ring1][P],large
CHEMBL2059378,1.65,CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cncc(c3)C4=NNC(=O)O4)n5ccc(n5)C(F)(F)F,"InChI=1S/C21H15F3N8O3/c1-2-26-18(33)14-6-12-16(32-4-3-15(31-32)21(22,23)24)13(9-27-17(12)28-14)10-5-11(8-25-7-10)19-29-30-20(34)35-19/h3-9H,2H2,1H3,(H,26,33)(H,27,28)(H,30,34)",[C][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][S][C][=Branch1][=Branch2][=C][N][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][C][=C][N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=N][N][C][=Branch1][C][=O][O][Ring1][=Branch1][N][C][=C][C][=Branch1][Ring2][=N][Ring1][Branch1][C][Branch1][C][F][Branch1][C][F][F],medium
CHEMBL564,2.56,CN(C)CCCN1c2ccccc2Sc3ccccc13,"InChI=1S/C17H20N2S/c1-18(2)12-7-13-19-14-8-3-5-10-16(14)20-17-11-6-4-9-15(17)19/h3-6,8-11H,7,12-13H2,1-2H3",[C][N][Branch1][C][C][C][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][C][=C][Ring1][=C][Ring1][=Branch1],large
CHEMBL2158780,2.53,Cc1cc(Cl)ccc1OC2CCN(CC3CCN(CC3)[C@@H](Cc4ccc(F)cc4)C(=O)O)CC2,"InChI=1S/C27H34ClFN2O3/c1-19-16-22(28)4-7-26(19)34-24-10-12-30(13-11-24)18-21-8-14-31(15-9-21)25(27(32)33)17-20-2-5-23(29)6-3-20/h2-7,16,21,24-25H,8-15,17-18H2,1H3,(H,32,33)/t25-/m0/s1",[C][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][O][C][C][C][N][Branch2][Ring1][S][C][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C@@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O][C][C][Ring2][Ring1][=Branch2],large
CHEMBL1200147,3.2,Nc1ncc(cc1c2oc3ccccc3n2)c4cnn(c4)C5CCN(CC5)C(=O)CO,"InChI=1S/C22H22N6O3/c23-21-17(22-26-18-3-1-2-4-19(18)31-22)9-14(10-24-21)15-11-25-28(12-15)16-5-7-27(8-6-16)20(30)13-29/h1-4,9-12,16,29H,5-8,13H2,(H2,23,24)",[N][C][=N][C][=C][Branch2][Ring1][C][C][=C][Ring1][=Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=Ring1][=Branch2][C][C][=N][N][Branch1][Ring2][C][=Ring1][Branch1][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][O],large
CHEMBL418226,1.7,CCc1cc(OCc2ccc(cc2)c3ccccc3c4nn[nH]n4)c5CCCCc5n1,"InChI=1S/C25H25N5O/c1-2-19-15-24(22-9-5-6-10-23(22)26-19)31-16-17-11-13-18(14-12-17)20-7-3-4-8-21(20)25-27-29-30-28-25/h3-4,7-8,11-15H,2,5-6,9-10,16H2,1H3,(H,27,28,29,30)",[C][C][C][=C][C][Branch2][Ring1][N][O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][=N][NH1][N][=Ring1][Branch1][=C][C][C][C][C][C][Ring1][=Branch1][=N][Ring2][Ring1][=N],medium
CHEMBL2216839,4.01,C[C@@H]1CN(Cc2oc(nn2)c3cc(cc4[nH]ncc34)c5cccc6[nH]ccc56)C[C@H](C)O1,"InChI=1S/C24H24N6O2/c1-14-11-30(12-15(2)31-14)13-23-28-29-24(32-23)19-8-16(9-22-20(19)10-26-27-22)17-4-3-5-21-18(17)6-7-25-21/h3-10,14-15,25H,11-13H2,1-2H3,(H,26,27)/t14-,15+",[C][C@@H1][C][N][Branch2][Ring2][#Branch1][C][C][O][C][=Branch1][Branch1][=N][N][=Ring1][Branch1][C][=C][C][=Branch1][O][=C][C][NH1][N][=C][C][Ring1][=Branch2][=Ring1][Branch1][C][=C][C][=C][C][NH1][C][=C][C][Ring1][=Branch2][=Ring1][Branch1][C][C@H1][Branch1][C][C][O][Ring2][Ring1][#C],very large
CHEMBL507177,2.24,NC(=O)Nc1sc(cc1C(=O)N2CCOCC2)c3ccccc3,"InChI=1S/C16H17N3O3S/c17-16(21)18-14-12(15(20)19-6-8-22-9-7-19)10-13(23-14)11-4-2-1-3-5-11/h1-5,10H,6-9H2,(H3,17,18,21)",[N][C][=Branch1][C][=O][N][C][S][C][=Branch1][P][=C][C][=Ring1][Branch1][C][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],large
CHEMBL290663,1.33,O=C(NCCCN1CCCCC1)C(c2ccccc2)c3ccccc3,"InChI=1S/C22H28N2O/c25-22(23-15-10-18-24-16-8-3-9-17-24)21(19-11-4-1-5-12-19)20-13-6-2-7-14-20/h1-2,4-7,11-14,21H,3,8-10,15-18H2,(H,23,25)",[O][=C][Branch1][=N][N][C][C][C][N][C][C][C][C][C][Ring1][=Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],medium
CHEMBL471578,2.72,Nc1c(Nc2ccccc2)nc(nc1N3CCOCC3)C#N,"InChI=1S/C15H16N6O/c16-10-12-19-14(18-11-4-2-1-3-5-11)13(17)15(20-12)21-6-8-22-9-7-21/h1-5H,6-9,17H2,(H,18,19,20)",[N][C][=C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Branch1][=N][N][=C][Ring1][=N][N][C][C][O][C][C][Ring1][=Branch1][C][#N],large
CHEMBL224399,2.7,COc1cc(N2CCN(C)CC2)c3NC(=CC(=O)c3c1)C(=O)Nc4ccc(cc4)N5CCOCC5,"InChI=1S/C26H31N5O4/c1-29-7-9-31(10-8-29)23-16-20(34-2)15-21-24(32)17-22(28-25(21)23)26(33)27-18-3-5-19(6-4-18)30-11-13-35-14-12-30/h3-6,15-17H,7-14H2,1-2H3,(H,27,33)(H,28,32)",[C][O][C][=C][C][Branch1][N][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][=C][N][C][=Branch1][=N][=C][C][=Branch1][C][=O][C][Ring1][#Branch1][=C][Ring2][Ring1][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][C][O][C][C][Ring1][=Branch1],large
CHEMBL2207805,4.0,O=C(NCc1occc1)c2ccc3[nH]c(COc4ccc(cc4)C56CC7CC(CC(C7)C5)C6)nc3c2,"InChI=1S/C30H31N3O3/c34-29(31-17-25-2-1-9-35-25)22-3-8-26-27(13-22)33-28(32-26)18-36-24-6-4-23(5-7-24)30-14-19-10-20(15-30)12-21(11-19)16-30/h1-9,13,19-21H,10-12,14-18H2,(H,31,34)(H,32,33)",[O][=C][Branch1][#Branch2][N][C][C][O][C][=C][C][=Ring1][Branch1][C][=C][C][=C][NH1][C][Branch2][Ring1][P][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C][C][C][Branch1][O][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2][=N][C][Ring2][Ring1][#Branch1][=C][Ring2][Ring1][O],very large
CHEMBL1831214,2.43,NC(=O)Nc1cc(sc1C(=O)N)c2ccccc2,"InChI=1S/C12H11N3O2S/c13-11(16)10-8(15-12(14)17)6-9(18-10)7-4-2-1-3-5-7/h1-6H,(H2,13,16)(H3,14,15,17)",[N][C][=Branch1][C][=O][N][C][C][=C][Branch1][#Branch2][S][C][=Ring1][Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1],large
CHEMBL114868,2.43,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)c3cccc(NC(=O)C)c3)C(=O)C(F)(F)F,"InChI=1S/C27H27F3N4O6S/c1-16(2)24(25(37)27(28,29)30)32-23(36)15-34-22(18-8-5-4-6-9-18)13-12-21(26(34)38)33-41(39,40)20-11-7-10-19(14-20)31-17(3)35/h4-14,16,24,33H,15H2,1-3H3,(H,31,35)(H,32,36)",[C][C][Branch1][C][C][C][Branch2][Branch1][Ring2][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=Branch1][=C][=C][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][=C][Ring1][#Branch2][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],large
CHEMBL1314022,-0.91,CCN(c1ccccc1)c2cc(NC)[n+](C)c(C)n2,"InChI=1S/C15H20N4/c1-5-19(13-9-7-6-8-10-13)15-11-14(16-3)18(4)12(2)17-15/h6-11H,5H2,1-4H3/p+1",[C][C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][Ring1][N][C][=N+1][Branch1][C][C][C][Branch1][C][C][=N][Ring1][#Branch2],very small
CHEMBL1829428,-0.04,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ncccc3C(=O)N2Cc4ccccc4,"InChI=1S/C28H31N5O2/c1-3-24(32(18-8-16-29)27(34)22-14-12-20(2)13-15-22)26-31-25-23(11-7-17-30-25)28(35)33(26)19-21-9-5-4-6-10-21/h4-7,9-15,17,24H,3,8,16,18-19,29H2,1-2H3",[C][C][C][Branch2][Ring1][#Branch1][N][Branch1][Branch1][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=N][C][=N][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],small
CHEMBL1835919,-0.5,Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)[C@@H]4CC[C@@H](CC(=O)O)CC4,"InChI=1S/C21H24N4O4/c22-19-18-20(24-12-23-19)29-10-9-25(21(18)28)16-7-5-15(6-8-16)14-3-1-13(2-4-14)11-17(26)27/h5-8,12-14H,1-4,9-11H2,(H,26,27)(H2,22,23,24)/t13-,14-",[N][C][=N][C][=N][C][O][C][C][N][Branch1][#Branch2][C][=Branch1][C][=O][C][Ring1][N][=Ring1][Branch2][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C@@H1][C][C][C@@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][C][Ring1][#Branch2],very small
CHEMBL244184,3.56,Cc1cnc(Oc2ccc(cc2)n3ccnc3)nc1Oc4ccc5OCOc5c4,"InChI=1S/C21H16N4O4/c1-14-11-23-21(29-16-4-2-15(3-5-16)25-9-8-22-12-25)24-20(14)28-17-6-7-18-19(10-17)27-13-26-18/h2-12H,13H2,1H3",[C][C][=C][N][=C][Branch2][Ring1][Ring1][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=C][N][=C][Ring1][Branch1][N][=C][Ring2][Ring1][C][O][C][=C][C][=C][O][C][O][C][Ring1][Branch1][=C][Ring1][=Branch2],very large
CHEMBL489514,2.3,Cc1csc(NC(=O)c2cc(Sc3nncn3C)ccc2N)n1,"InChI=1S/C14H14N6OS2/c1-8-6-22-13(17-8)18-12(21)10-5-9(3-4-11(10)15)23-14-19-16-7-20(14)2/h3-7H,15H2,1-2H3,(H,17,18,21)",[C][C][=C][S][C][Branch2][Ring1][#Branch2][N][C][=Branch1][C][=O][C][=C][C][Branch1][#Branch2][S][C][=N][N][=C][N][Ring1][Branch1][C][=C][C][=C][Ring1][=N][N][=N][Ring2][Ring1][=Branch1],large
CHEMBL1956129,2.4,C[C@@](CCc1ccc(cc1)c2ccc(Cl)cc2)(C(=O)NO)S(=O)(=O)C,"InChI=1S/C18H20ClNO4S/c1-18(17(21)20-22,25(2,23)24)12-11-13-3-5-14(6-4-13)15-7-9-16(19)10-8-15/h3-10,22H,11-12H2,1-2H3,(H,20,21)/t18-/m1/s1",[C][C@@][Branch2][Ring1][Branch2][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Branch1][#Branch1][C][=Branch1][C][=O][N][O][S][=Branch1][C][=O][=Branch1][C][=O][C],large
CHEMBL9967,-0.49,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc4cccnc24)CC1,"InChI=1S/C19H21N5O2/c1-22-9-11-23(12-10-22)13-17(25)24-16-7-3-2-5-14(16)19(26)21-15-6-4-8-20-18(15)24/h2-8H,9-13H2,1H3,(H,21,26)",[C][N][C][C][N][Branch2][Ring1][=C][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][N][=C][Ring1][S][Ring1][=Branch1][C][C][Ring2][Ring1][=Branch2],very small
CHEMBL2171989,1.79,O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N2CCN(CC2)c3ccc(cc3)C#N,"InChI=1S/C21H25N5O2/c22-9-10-24-20(27)18-3-1-2-4-19(18)21(28)26-13-11-25(12-14-26)17-7-5-16(15-23)6-8-17/h5-8,18-19H,1-4,10-14H2,(H,24,27)/t18-,19-/m1/s1",[O][=C][Branch1][Branch1][N][C][C][#N][C@@H1][C][C][C][C][C@H1][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][#N],medium
CHEMBL1337984,3.1,Nc1ccc2nc(sc2c1)c3ccc(O)cc3,"InChI=1S/C13H10N2OS/c14-9-3-6-11-12(7-9)17-13(15-11)8-1-4-10(16)5-2-8/h1-7,16H,14H2",[N][C][=C][C][=C][N][=C][Branch1][Branch2][S][C][Ring1][Branch1][=C][Ring1][=Branch2][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],large
